Precinct,Mondale,Reagan,Total,demPERC,repPERC,CODE
13419,78.8966144621905,263.112576559495,346.265083244564,22.7850332822806%,75.9858817106491%,16
13420,267.608786892025,124.518297548732,395.291086857359,67.6991705073765%,31.5004060776267%,5
13424,76.76427353078,192.732669249342,276.925893269345,27.7201501905483%,69.5972005268158%,14
13425,72.4995916679589,223.050167782946,295.549759450905,24.5304180936077%,75.4695819063923%,16
13426,67.1687393394325,321.58203801716,392.985847668443,17.0918977713676%,81.8304373872706%,17
13427,111.947898899054,267.443647778581,381.502592898475,29.3439418192488%,70.1027077553187%,15
13428,50.110011888148,179.739455592083,231.97741359167,21.6012460490453%,77.4814464948139%,16
13431,123.675774021812,318.333734602846,443.058542799992,27.9140930767793%,71.8491359157812%,15
13432,122.609603556107,228.464006806804,353.184656583751,34.7154388704404%,64.68684370852%,13
13434,103.418535173412,315.085431188531,421.677024628287,24.5255323703198%,74.7219821773032%,15
13443,61.8378870109061,279.354093631069,343.316004732985,18.0119441442879%,81.3693768364622%,17
13444,90.6244895849486,198.1465082732,298.323972438382,30.3778770590308%,66.4199080796722%,14
13452,102.352364707707,256.615969730865,360.030346484077,28.4288159893304%,71.2762055301398%,15
13456,134.337478678865,375.720428255739,512.185853046044,26.2282680944701%,73.3562682415523%,15
13457,30.918943505453,131.014904377362,161.933847882815,19.0935643842835%,80.9064356157165%,17
13459,44.7791595596217,285.850700459698,337.004642503896,13.2874013921348%,84.8209978164895%,17
13461,118.344921693286,229.546774611576,353.196622703074,33.5068101126144%,64.9912144841067%,13
13462,118.344921693286,409.286230203659,532.936078295157,22.2062131863669%,76.798371675821%,16
13463,92.7568305163591,288.016236069241,383.963024742545,24.1577507570044%,75.0114509756146%,16
13464,62.9040574766114,148.339189253707,214.437126907692,29.3344992929743%,69.1760757070589%,14
14002,89.5583191192433,239.29168485452,329.912016019268,27.1461222297562%,72.5319701118569%,15
14003,79.9627849278958,356.230607769851,439.379428834263,18.1990279199116%,81.0758502542967%,17
14004,52.2423528195586,157.00133169188,213.478754823288,24.4719212751655%,73.5442418248324%,15
14005,138.602160541686,359.478911184166,503.398975994236,27.5332623130471%,71.4103381863618%,15
14006,71.4334212022536,219.801864368631,293.359309661896,24.350146339171%,74.925818656295%,15
14007,150.330035664444,391.961945327313,548.671897305646,27.3988947497889%,71.4383126331263%,15
14008,115.14641029617,331.326948260105,450.729250779153,25.5466913001813%,73.5090850410433%,15
14009,104.484705639117,286.93346826447,395.670144106037,26.4070229193527%,72.5183521017885%,15
14010,114.080239830465,298.843914116957,416.101134234195,27.4164693255215%,71.8200191083253%,15
14011,76.76427353078,281.519629240612,369.955767613323,20.7495815042986%,76.0954832673012%,16
14012,99.1538533105908,218.71909656386,326.384734320208,30.3794396257864%,67.0126613058073%,14
14013,107.683217036233,348.65123313645,460.59426441599,23.3791919169401%,75.6959563051707%,16
14014,105.550876104822,310.754359969444,419.495194231212,25.161402932937%,74.0781692479095%,15
14015,86.3598077221275,272.857486802439,364.530064963637,23.6907229396133%,74.8518470841787%,15
14016,67.1687393394325,178.656687787311,247.949451217754,27.0896906645878%,72.0536734039436%,15
14017,99.1538533105908,335.658019479191,440.103821317824,22.529650620549%,76.2679175277584%,16
14018,94.8891714477697,325.913109236247,426.1201849524,22.2681709993084%,76.4838467515106%,16
14020,76.76427353078,294.512842897871,379.772000983808,20.2132525125392%,77.5499094548647%,16
14023,130.072796816044,394.127480936856,527.394157930274,24.6632987605526%,74.7311048123068%,15
14024,148.197694733034,409.286230203659,565.991787362021,26.1837182167881%,72.3131040666268%,15
14026,95.955341913475,325.913109236247,426.07756572123,22.520627611794%,76.4914971959548%,16
14027,134.337478678865,389.79640971777,532.645672842392,25.220796024117%,73.1811839637547%,15
14029,90.6244895849486,295.595610702642,393.6777167287,23.0199693134783%,75.0856851027587%,16
14032,107.683217036233,283.685164850155,391.368381886388,27.5145418025856%,72.4854581974144%,15
14033,118.344921693286,309.671592164673,431.193494144732,27.4458968654019%,71.8173155137471%,15
14034,105.550876104822,272.857486802439,386.894191612677,27.2815871607837%,70.5250925750777%,15
14036,187.646001964129,479.666137513811,675.781068292756,27.7672771210037%,70.9795168908186%,15
14037,143.933012870212,346.485697526907,494.653780708969,29.0977282461923%,70.0461031613469%,15
14039,106.617046570528,290.181771678784,407.408671045738,26.1695575346649%,71.2262139472742%,15
14041,123.675774021812,297.761146312185,427.807780798145,28.9091922991851%,69.601620091309%,14
14042,87.4259781878327,247.953827292693,338.56976363747,25.8221458551289%,73.2356677775261%,15
14043,83.1612963250116,251.202130707007,337.553385188964,24.6364871377182%,74.4184895572541%,15
14045,104.484705639117,266.36087997381,374.005666009101,27.9366638356154%,71.2184076824463%,15
14047,115.14641029617,284.767932654926,405.227113390167,28.4152778753733%,70.2736621625665%,15
14053,133.27130821316,358.396143379394,494.844431879328,26.9319607592673%,72.4260232692266%,15
14054,82.0951258593064,216.553560954317,299.697720988957,27.3926426895757%,72.2573265621517%,15
14056,106.617046570528,279.354093631069,390.230954444904,27.3215246909843%,71.5868616902636%,15
14057,82.0951258593064,237.126149244977,321.353143236151,25.546700751882%,73.7898957069548%,15
14059,83.1612963250116,336.740787283962,423.099885806776,19.6552396052856%,79.5889572604959%,16
14060,67.1687393394325,192.732669249342,265.227156898016,25.3249856179923%,72.6670192839456%,15
14061,73.5657621336641,291.264539483556,368.028103815022,19.9891696778243%,79.1419286908456%,16
14063,88.492148653538,255.533201926094,350.379311153179,25.2560998428503%,72.9304481720326%,15
14064,107.683217036233,330.244180455333,443.241379739521,24.2944864713477%,74.5066222493503%,15
14066,85.2936372564222,335.658019479191,424.145536912986,20.1095213395869%,79.1374635041961%,16
14068,82.0951258593064,243.622756073606,333.167654333165,24.6407851397279%,73.1231717440329%,15
14069,142.866842404507,321.58203801716,469.74082894971,30.4139716200403%,68.4594606639118%,14
14071,98.0876828448855,326.995877041018,433.578444441061,22.62282272158%,75.4179275361713%,16
14073,147.131524267328,322.664805821932,474.04830029171,31.0372432886668%,68.0658079827261%,14
14075,114.080239830465,357.313375574622,483.087513966931,23.6148185436799%,73.9645230406599%,15
14076,116.212580761875,296.678378507414,417.129951601568,27.8600422519835%,71.1237295160223%,15
14078,91.6906600506539,251.202130707007,349.229851440609,26.2551038155589%,71.9303145681196%,15
14079,106.617046570528,312.919895578988,422.730822326889,25.221025044652%,74.0234397521678%,15
14080,103.418535173412,304.257753140815,407.676288314227,25.3678072867705%,74.6321927132295%,15
14082,149.263865198739,459.093549223151,614.724352865608,24.2814302870756%,74.6828309441514%,15
14084,152.462376595855,454.762478004065,609.352800711359,25.0203784109748%,74.6304074541341%,15
14085,100.220023776296,411.451765813202,516.976715987711,19.3857906317542%,79.5880652046586%,16
14086,104.484705639117,368.141053622338,480.011854119737,21.7671094458125%,76.6941587926924%,16
14088,101.286194242001,283.685164850155,391.355197426474,25.8808864448594%,72.4879001775497%,15
14089,54.3746937509691,296.678378507414,353.168040499651,15.3962667952744%,84.0048771365843%,17
14090,142.866842404507,481.831673123355,627.888473684806,22.7535379915613%,76.7384166642992%,16
14091,99.1538533105908,306.423288750358,411.957058374838,24.0689778934122%,74.3823373142802%,15
14092,111.947898899054,358.396143379394,478.818104922577,23.3800471929013%,74.8501653748756%,15
14218,100.220023776296,231.712310221119,334.056358088425,30.0009328814414%,69.3632390495572%,14
14221,98.0876828448855,251.202130707007,353.532727904601,27.7450077751653%,71.0548446804033%,15
14223,75.6981030650747,195.980972663657,274.876877926533,27.5389125619022%,71.2977294205289%,15
14225,95.955341913475,211.139721930459,309.210032085202,31.0324154964787%,68.2835936811649%,14
14226,100.220023776296,236.043381440205,338.374451437341,29.6180823790281%,69.7580388937593%,14
14227,132.205137747454,391.961945327313,533.739667757146,24.7695919441401%,73.4369148492177%,15
14228,42.6468186282111,132.097672182133,180.040361358815,23.6873656031034%,73.371143661985%,15
14229,164.190251718613,369.22382142711,540.826123744346,30.3591569471277%,68.2703377697128%,14
14230,103.418535173412,320.499270212389,427.094785672574,24.2144223349747%,75.0417193007116%,16
14234,110.881728433349,334.575251674419,447.568026328608,24.7742738333901%,74.7540556949372%,15
14235,122.609603556107,240.374452659292,368.30980452464,33.2898016967953%,65.264201415852%,14
14236,115.14641029617,326.995877041018,448.518281630648,25.6726236169326%,72.9058079532858%,15
14237,106.617046570528,304.257753140815,414.051779998116,25.7496892226893%,73.4830202015312%,15
14238,90.6244895849486,299.926681921729,394.810985749985,22.9538925855363%,75.9671571326686%,16
14239,123.675774021812,383.299802889141,513.351571204413,24.0918273088455%,74.6661400080752%,15
14240,147.131524267328,303.174985336043,454.549423956079,32.3686526729698%,66.6979143208281%,14
14241,90.6244895849486,269.609183388124,363.423631130017,24.9363227435607%,74.185925265732%,15
14242,114.080239830465,290.181771678784,409.520160256092,27.8570509835524%,70.8589710204547%,15
14243,76.76427353078,293.430075093099,371.243382799213,20.6776139555592%,79.0398128797896%,16
14244,115.14641029617,365.975518012795,486.422932686749,23.6720768200958%,75.2381299112144%,16
14245,142.866842404507,334.575251674419,481.688930452063,29.6595652032998%,69.4587794160895%,14
14246,126.874285418928,358.396143379394,490.584411046277,25.8618664927288%,73.0549392336045%,15
14247,74.6319325993694,187.318830225484,267.238789332467,27.9270583382718%,70.0941770816227%,15
14249,131.138967281749,324.830341431475,466.574027680337,28.1067868123161%,69.6203222126255%,14
14250,104.484705639117,385.465338498684,497.382916647453,21.0068947167271%,77.4987088613466%,16
14252,132.205137747454,373.554892646196,513.159103122103,25.7629918173734%,72.7951409949579%,15
14253,84.2274667907169,259.86427314518,346.223608067765,24.3274764712842%,75.0567746074432%,16
14254,104.484705639117,271.774718997667,380.507472818806,27.4593045085534%,71.4242789988736%,15
14275,77.8304439964852,289.099003874013,375.428254446084,20.7311098924395%,77.0051269317907%,16
14276,108.749387501938,354.065072160308,471.296366347233,23.0745227986366%,75.1257801761719%,16
14277,118.344921693286,319.416502407617,440.951382257847,26.8385419470312%,72.438031778487%,15
14278,108.749387501938,382.217035084369,496.25444909392,21.9140377885774%,77.0203744837422%,16
14279,127.940455884633,246.871059487921,376.909583723223,33.9446014136334%,65.4987482804912%,14
14282,49.0438414224428,129.93213657259,183.224026177054,26.7671453606475%,70.9143551113942%,15
14283,81.0289553936011,284.767932654926,368.97779035573,21.9603882703838%,77.1775266962227%,16
14284,89.5583191192433,237.126149244977,329.857526630565,27.1506065161118%,71.887445366846%,15
14286,90.6244895849486,295.595610702642,390.479914530898,23.2084894030516%,75.7005929633423%,16
14287,101.286194242001,363.809982403252,469.322191107361,21.5813776039478%,77.5181718010917%,16
14288,57.573205148085,199.229276077971,258.934349357924,22.2346727233557%,76.9420034738524%,16
14289,111.947898899054,243.622756073606,358.764535150034,31.2037249869856%,67.906030893417%,14
14290,78.8966144621905,271.774718997667,354.906403771708,22.2302594779159%,76.576448356363%,16
14291,26.6542616426319,90.952495600813,117.606757243445,22.6638862148523%,77.3361137851476%,16
14292,89.5583191192433,202.477579492286,295.225856768474,30.3355268740834%,68.5839586371582%,14
14294,75.6981030650747,245.788291683149,323.618262880092,23.3911715585479%,75.9500682982836%,16
14295,86.3598077221275,242.539988268835,333.151766193412,25.9220621006677%,72.801651643662%,15
14296,60.7717165452008,175.408384372997,238.308047029637,25.5013279252139%,73.6057328148816%,15
14297,98.0876828448855,265.278112169038,364.427807059429,26.9155319503075%,72.7930490018227%,15
14298,126.874285418928,312.919895578988,448.30083161436,28.3011487982401%,69.8013194515262%,14
14299,45.8453300253269,173.242848763453,220.137212964115,20.8257974233553%,78.697666074156%,16
14301,86.3598077221275,280.43686143584,371.048639360417,23.2745248361475%,75.5795417870913%,16
14306,114.080239830465,269.609183388124,389.007327486973,29.3259873965447%,69.3069678480935%,14
14307,51.1761823538533,166.746241934824,220.054292420545,23.2561618275778%,75.7750462854666%,16
14308,77.8304439964852,241.457220464063,322.460722726893,24.1364105799649%,74.8795755409146%,15
14313,76.76427353078,203.560347297058,282.448644918848,27.178134826186%,72.0698615337822%,15
14314,135.40364914457,357.313375574622,499.096941033082,27.1297293195782%,71.5919786715218%,15
14316,133.27130821316,395.210248741628,538.051431425621,24.7692507498854%,73.4521322049974%,15
14317,97.0215123791802,227.381239002033,330.786589715531,29.3305458551438%,68.7395577908934%,14
14318,57.573205148085,191.64990144457,251.347130683666,22.905853347713%,76.2490906195272%,16
14321,91.6906600506539,268.526415583353,366.571036207554,25.0130673168456%,73.2535822691982%,15
14323,52.2423528195586,255.533201926094,312.031446968531,16.742656333875%,81.8934131186672%,17
14324,75.6981030650747,178.656687787311,258.614605095693,29.2706218340085%,69.0822112390768%,14
16101,102.352364707707,191.64990144457,303.554028923626,33.7180056778159%,63.1353509370778%,13
16103,75.6981030650747,157.00133169188,235.889392913899,32.0905073899211%,66.557181631811%,14
16104,108.749387501938,233.877845830662,346.87920353505,31.3507948570199%,67.4234267858119%,14
16106,54.3746937509691,126.683833158275,183.182551000255,29.6833368975702%,69.1571508675511%,14
17251,98.0876828448855,433.107121908633,534.380840890035,18.3553891418555%,81.0484000862145%,17
17252,101.286194242001,323.747573626703,427.161713980144,23.7114401705742%,75.7904004575073%,16
17253,88.492148653538,320.499270212389,413.221355348464,21.4151924890024%,77.5611584600017%,16
17254,53.3085232852639,213.305257540002,267.675792870771,19.9153321686434%,79.6879147166595%,16
17255,85.2936372564222,185.153294615941,271.512865938297,31.41421566218%,68.1931937096558%,14
17256,147.131524267328,372.472124841425,528.081633773311,27.8615113379397%,70.5330579630262%,15
17257,139.668331007391,293.430075093099,437.324420562598,31.9370070456422%,67.0966589781596%,14
17258,159.925569855792,335.658019479191,498.760569621756,32.0645976439305%,67.2984273263107%,14
17259,155.660887992971,355.147839965079,515.0606981605,30.2218531813633%,68.9526188337535%,14
17260,102.352364707707,307.50605655513,416.212381836384,24.5913791070114%,73.8820059120713%,15
17261,133.27130821316,212.22248973523,349.740634321527,38.1057547035383%,60.6799636384623%,13
17262,99.1538533105908,318.333734602846,418.549599958942,23.6898693297801%,76.0563944235219%,16
17264,106.617046570528,347.568465331678,455.23454607754,23.420245121812%,76.3493167042021%,16
17267,74.6319325993694,160.249635106194,239.137459928442,31.2088004203531%,67.0115151152589%,14
17268,101.286194242001,250.119362902236,355.661449367116,28.4782605543095%,70.3251261409727%,15
17269,116.212580761875,531.638992142847,651.028553191496,17.8506119573671%,81.6613940412639%,17
17270,134.337478678865,258.781505340408,399.498900333162,33.6264952336125%,64.7765250729344%,13
17274,187.646001964129,409.286230203659,602.2202586754,31.1590318095345%,67.9628797450115%,14
17275,141.800671938802,381.134267279597,525.05896330941,27.0066186557491%,72.5888507601764%,15
17276,67.1687393394325,243.622756073606,312.915519504049,21.4654547802201%,77.8557600657623%,16
17278,114.080239830465,350.816768745993,470.2058569951,24.2617649553552%,74.609187343587%,15
17279,137.535990075981,316.168198993302,455.836057201151,30.1722489704866%,69.3600679451699%,14
17281,74.6319325993694,422.279443860918,503.278314904005,14.829157225581%,83.9057498317732%,17
17282,140.734501473097,243.622756073606,389.679083835516,36.1154876694642%,62.5188177090971%,13
17283,144.999183335918,361.644446793709,516.179704819261,28.0908338669939%,70.0617330393371%,15
17286,111.947898899054,272.857486802439,386.929409792504,28.9323830305604%,70.5186734057673%,15
17287,75.6981030650747,376.803196060511,456.723391567265,16.5741681864188%,82.5014008517268%,17
17288,101.286194242001,318.333734602846,420.685862910781,24.0764435346575%,75.670176411504%,16
17290,85.2936372564222,211.139721930459,301.729229735352,28.2682713011376%,69.9765555082783%,14
17293,46.9115004910322,195.980972663657,245.024341286557,19.145649058666%,79.9842871261743%,16
17294,94.8891714477697,325.913109236247,425.058172906895,22.323808244608%,76.6749423984456%,16
17335,75.6981030650747,291.264539483556,368.011676723965,20.5694840280445%,79.145461382201%,16
17336,85.2936372564222,255.533201926094,343.999897448861,24.7946693847785%,74.2829296814199%,15
17337,151.396206130149,412.534533617973,570.293756171412,26.547056581248%,72.3371997595531%,15
17338,160.991740321497,515.397475071274,681.703197640726,23.61610461542%,75.6043798613515%,16
17340,90.6244895849486,247.953827292693,341.759219184844,26.5170577698252%,72.5521985578345%,15
17344,81.0289553936011,259.86427314518,344.070208825555,23.5501224212885%,75.5265252496569%,16
17345,138.602160541686,286.93346826447,428.733431003958,32.3282838516053%,66.9258442460535%,14
17348,78.8966144621905,298.843914116957,380.934408756521,20.7113383954292%,78.45022850324%,16
17350,102.352364707707,255.533201926094,361.083368831602,28.3459094332979%,70.768477305657%,15
17351,92.7568305163591,343.237394112592,439.180260765467,21.1204461590986%,78.1541031726581%,16
17352,66.1025688737272,315.085431188531,385.417936544795,17.150880279814%,81.7516263029213%,17
17353,90.6244895849486,343.237394112592,435.98982980898,20.7859182459953%,78.7260093344321%,16
17354,70.3672507365483,254.450434121322,325.879696903376,21.5930146631419%,78.0810945079426%,16
17355,118.344921693286,257.698737535637,379.224561536125,31.2070824774393%,67.9541263075832%,14
17356,73.5657621336641,341.071858503049,419.951602884668,17.5176762341987%,81.2169440859875%,17
18195,56.5070346823797,233.877845830662,295.706706801854,19.1091488230072%,79.0911536502207%,16
18196,25.5880911769267,94.2007990151278,120.85090223756,21.1732727709616%,77.9479484811414%,16
18197,8.52936372564222,80.1248175530972,89.7201153446735,9.50663481971169%,89.3052993136327%,18
18202,53.3085232852639,180.822223396854,235.196680748052,22.6655083378363%,76.8812820069323%,16
20163,154.594717527265,367.058285817567,529.078031813627,29.2196440281842%,69.3769659192478%,14
20168,65.0363984080219,202.477579492286,270.690958187082,24.026069745216%,74.8002743971774%,15
21085,75.6981030650747,25.986427314518,103.799498620861,72.9272338217839%,25.0352146780942%,4
21368,88.492148653538,135.345975596448,225.969992381854,39.1610176735325%,59.8955525775008%,12
21369,140.734501473097,306.423288750358,452.458794601239,31.1043797031571%,67.7240209288925%,14
21370,159.925569855792,279.354093631069,443.535555709739,36.0569897490814%,62.9834722458836%,13
21376,150.330035664444,425.527747275232,583.3036333195,25.7721754292763%,72.9513280851026%,15
21379,23.4557502455161,165.663474130052,189.119224375568,12.4026260804326%,87.5973739195674%,18
21380,123.675774021812,281.519629240612,416.863346083926,29.6681814756898%,67.5328334537559%,14
21382,62.9040574766114,137.511511205991,204.679304946339,30.7329837245163%,67.1838861491359%,14
22166,66.1025688737272,153.753028277565,223.049477328665,29.6358322222493%,68.9322522155068%,14
23170,92.7568305163591,301.0094497265,393.766280242859,23.5563163151376%,76.4436836848624%,16
23171,62.9040574766114,334.575251674419,402.784235549244,15.6173087039601%,83.0656272379146%,17
23172,130.072796816044,416.86560483706,555.454108119289,23.4173795665059%,75.0495133159649%,16
23173,52.2423528195586,251.202130707007,306.62146381334,17.0380612530641%,81.9258141889016%,17
23174,123.675774021812,409.286230203659,537.18409666715,23.0229775581841%,76.1910549368443%,16
23175,95.955341913475,420.113908251374,520.312164517557,18.4418794056923%,80.7426650577949%,17
23176,110.881728433349,352.982304355536,467.050068925401,23.7408654469248%,75.5769729715886%,16
23177,93.8230009820644,298.843914116957,394.790939190032,23.7652366527345%,75.6967509766249%,16
23178,102.352364707707,377.885963865283,481.300340618494,21.2657993501894%,78.5135459035166%,16
23179,87.4259781878327,361.644446793709,457.553543475413,19.1072672115653%,79.0387162225403%,16
23180,152.462376595855,465.590156051781,621.22559091398,24.5421918906374%,74.9470341952237%,15
23181,83.1612963250116,329.161412650561,420.809749489873,19.7622076070775%,78.2209568693661%,16
23182,91.6906600506539,486.162744342441,579.977428484105,15.8093497345762%,83.8244249630768%,17
23183,98.0876828448855,424.444979470461,528.916500649664,18.5450222718341%,80.2480124838455%,17
23184,136.469819610275,491.576583366299,632.302295199453,21.5830024098247%,77.7439188657755%,16
23185,84.2274667907169,458.01078141838,543.300260254602,15.502931427135%,84.3015943345484%,17
23187,69.301080270843,396.2930165464,467.692165167911,14.8176697050211%,84.7337300175047%,17
23188,75.6981030650747,385.465338498684,466.468367961971,16.2279177462353%,82.6348290630736%,17
23190,61.8378870109061,377.885963865283,445.007955363373,13.8959059642905%,84.9166760528402%,17
23193,107.683217036233,337.823555088734,445.506772124967,24.1709495284681%,75.8290504715319%,16
23194,63.9702279423166,268.526415583353,334.62066761668,19.1172375567659%,80.2480066446343%,17
23201,61.8378870109061,288.016236069241,354.106093282597,17.4630959997505%,81.336142340648%,17
23202,79.9627849278958,306.423288750358,387.448085723759,20.6383223647948%,79.0875732881618%,16
23203,103.418535173412,350.816768745993,458.491196142284,22.5562750263405%,76.5154863817982%,16
23204,61.8378870109061,259.86427314518,323.826184247097,19.0960120024514%,80.2480731289133%,17
23205,59.7055460794955,253.367666316551,315.201158507485,18.9420452520569%,80.3828474223499%,17
23206,237.756013852277,234.960613635434,476.972519710589,49.8468997745487%,49.2608282292658%,9
23209,146.065353801623,213.305257540002,362.564491518998,40.2867233880705%,58.8323629394427%,12
23210,13.8602160541686,74.7109785292393,88.5711945834079,15.6486723695663%,84.3513276304337%,17
23213,218.564945469582,187.318830225484,410.143589938373,53.2898601444492%,45.6715245150192%,8
23214,45.8453300253269,285.850700459698,334.876932792227,13.6902024403608%,85.3599255333161%,18
23216,95.955341913475,352.982304355536,450.003580334945,21.3232396600165%,78.4398879877368%,16
23217,195.109195224066,309.671592164673,507.970745545683,38.4095338038555%,60.9624855132181%,13
23218,72.4995916679589,226.298471197261,303.007177436728,23.9266912029164%,74.6841949790167%,15
23219,94.8891714477697,395.210248741628,492.227366300837,19.2775083110222%,80.2901820985072%,17
23220,62.9040574766114,245.788291683149,314.014175448573,20.0322349737085%,78.2729923997977%,16
23221,93.8230009820644,386.548106303455,481.420141460854,19.4887984323551%,80.2932974782665%,17
26193,95.955341913475,409.286230203659,508.435452294507,18.8726693782741%,80.4991525190858%,17
26196,40.5144776968005,211.139721930459,252.716211672765,16.0316100928505%,83.5481509211042%,17
27110,98.0876828448855,176.491152177768,275.640847068159,35.5853219463627%,64.0293897131024%,13
27111,90.6244895849486,285.850700459698,379.66907022202,23.8693369285925%,75.2894356900183%,16
27112,121.543433090402,264.195344364266,388.928735611613,31.2508235986389%,67.9289854859409%,14
27113,153.52854706156,311.837127774216,469.617645038226,32.6922441445025%,66.4023447732321%,14
27114,87.4259781878327,202.477579492286,296.279551973579,29.5079351934584%,68.3400451173701%,14
27115,168.454933581434,412.534533617973,590.551497629383,28.525020130785%,69.8558102509242%,14
27144,109.815557967644,199.229276077971,310.110768111549,35.4117203463707%,64.2445527742225%,13
27145,133.27130821316,281.519629240612,416.918883565211,31.9657644368403%,67.5238374508837%,14
27147,88.492148653538,198.1465082732,289.824693063253,30.5329914156848%,68.3677109010016%,14
27150,99.1538533105908,281.519629240612,384.921530733223,25.759497818092%,73.136888109209%,15
27152,211.101752209645,251.202130707007,468.68772125097,45.0410246818917%,53.5969088408217%,11
27155,118.344921693286,277.188558021525,400.843539942337,29.5239688059612%,69.1513097757294%,14
27156,178.050467772781,456.928013613608,638.155461673163,27.9007982327621%,71.601363782988%,15
27157,164.190251718613,391.961945327313,562.523057510073,29.1881816267901%,69.6792673819054%,14
27159,69.301080270843,247.953827292693,319.365953784375,21.6995830174286%,77.6394053137245%,16
27160,44.7791595596217,95.2835668198993,141.124738425026,31.730198446682%,67.5172672653134%,14
27161,97.0215123791802,227.381239002033,329.703755758997,29.4268750914988%,68.9653166002275%,14
27162,152.462376595855,394.127480936856,550.837905714732,27.6782652417556%,71.5505372538699%,15
27163,127.940455884633,276.105790216754,406.157292322227,31.5002237564482%,67.9800154856518%,14
27164,97.0215123791802,252.284898511779,352.479469157304,27.5254364775162%,71.5743527176017%,15
27168,190.844513361245,176.491152177768,369.463611650452,51.6544816169345%,47.7695628506835%,8
27169,73.5657621336641,275.023022411982,350.716730657086,20.9758348271081%,78.4174230572668%,16
27170,76.76427353078,224.132935587718,300.897209118498,25.5117931321686%,74.4882068678314%,15
28201,88.492148653538,272.857486802439,366.679305785647,24.1333904742551%,74.4131131746894%,15
28202,34.1174549025689,146.173653644164,181.353120592238,18.81272006302%,80.6016754312307%,17
28246,42.6468186282111,347.568465331678,395.537110248702,10.7820018711761%,87.8725298653108%,18
28247,41.5806481625058,321.58203801716,367.422500422974,11.3168486183177%,87.5237737609856%,18
28253,77.8304439964852,241.457220464063,328.822527341298,23.6694379262227%,73.4308632733806%,15
29280,121.543433090402,656.15728969158,781.948770964002,15.5436567718574%,83.9130789709735%,17
29281,129.006626350339,598.770596038686,730.96325852554,17.6488523664738%,81.9152794692436%,17
29291,52.2423528195586,268.526415583353,322.879814623751,16.1801235176117%,83.1660585212688%,17
29292,81.0289553936011,400.624087765486,484.81704557569,16.7133057991771%,82.634076384375%,17
29293,23.4557502455161,106.111244867615,129.566995113131,18.1031830097131%,81.896816990287%,17
29294,79.9627849278958,260.947040949952,343.024794119116,23.311080218921%,76.0723555333839%,16
29295,95.955341913475,491.576583366299,593.881963832892,16.1573086500527%,82.7734488169471%,17
29296,85.2936372564222,561.956490676452,656.782280602079,12.9865923267955%,85.562066345837%,18
29297,89.5583191192433,434.189889713405,523.748208832648,17.0994988830329%,82.9005011169672%,17
29298,53.3085232852639,264.195344364266,320.680847936304,16.6235444456142%,82.3857570741931%,17
29299,75.6981030650747,344.320161917364,423.204301118954,17.8868936031436%,81.3602699705509%,17
29300,62.9040574766114,245.788291683149,309.758283225695,20.3074658154592%,79.3484161661832%,16
29301,46.9115004910322,188.401598030256,237.437122612298,19.757441454356%,79.3479957798721%,16
29302,103.418535173412,582.529078967112,693.384408670605,14.9150361444803%,84.0124282696187%,17
29303,56.5070346823797,334.575251674419,395.317356668649,14.2940940308228%,84.6345969966749%,17
29304,58.6393756137903,374.637660450968,434.342970130692,13.5007078844043%,86.2538791264979%,18
29305,53.3085232852639,273.940254607211,328.314711958408,16.2370193425926%,83.4383122745698%,17
29307,51.1761823538533,360.561678988937,414.935663540593,12.3335222422612%,86.8958035354952%,18
29346,100.220023776296,409.286230203659,515.88103646453,19.4269641045793%,79.3373280414815%,16
29347,85.2936372564222,402.789623375029,493.405086920264,17.2867365005918%,81.6346718046953%,17
29348,56.5070346823797,367.058285817567,426.755278656891,13.2410862872562%,86.0114225119357%,18
29349,103.418535173412,473.169530685182,580.843958081472,17.8048740517167%,81.4624175911309%,17
29352,83.1612963250116,435.272657518177,518.433953843188,16.0408660946165%,83.9591339053836%,17
29353,31.9851139711583,177.57391998254,209.559033953698,15.2630566040047%,84.7369433959955%,17
29354,63.9702279423166,348.65123313645,416.881275322074,15.3449511237689%,83.6332197619308%,17
29355,60.7717165452008,339.989090698277,406.065733641691,14.9659800151532%,83.7275993837689%,17
29356,115.14641029617,751.440856511479,869.773302944165,13.2386691918919%,86.3950243089627%,18
29357,77.8304439964852,336.740787283962,414.571231280448,18.7737204427084%,81.2262795572915%,17
29358,77.8304439964852,317.250966798074,397.192457015399,19.5951465396202%,79.8733614384259%,16
29359,106.617046570528,432.024354103862,542.893370876839,19.638671660022%,79.578122938965%,16
29360,84.2274667907169,547.880509214421,635.297934162083,13.2579475332007%,86.2399324400511%,18
29361,60.7717165452008,255.533201926094,319.464998867468,19.0229655081596%,79.9878555810439%,16
29362,77.8304439964852,325.913109236247,403.743553232732,19.2771979572937%,80.7228020427064%,17
29363,98.0876828448855,285.850700459698,387.111441570928,25.3383579795105%,73.8419663597888%,15
29364,101.286194242001,651.826218472493,758.413417092279,13.3550108633794%,85.9460294059095%,18
31001,57.573205148085,358.396143379394,421.257375035092,13.6669904338859%,85.0777136779002%,18
31002,46.9115004910322,333.492483869648,385.708910758893,12.1624103520794%,86.4622191936122%,18
31003,86.3598077221275,404.955158984572,493.43899079771,17.5016180992336%,82.0679286673126%,17
31004,43.7129890939164,202.477579492286,250.442538788652,17.4542988205393%,80.8479184373532%,17
31005,124.741944487517,356.230607769851,483.096576348379,25.8213265410436%,73.7390048305703%,15
